TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
โคกตูม,ประโคนชัย,บุรีรัมย์,14.702,102.989
นาจอมเทียน,สัตหีบ,ชลบุรี,12.775,100.940
หนองโน,เมืองมหาสารคาม,มหาสารคาม,16.098,103.252
ตาโกน,เมืองจันทร์,ศรีสะเกษ,15.205,103.996
หนองเสาเล้า,ชุมแพ,ขอนแก่น,16.586,102.298
บาเจาะ,บาเจาะ,นราธิวาส,6.514,101.636
หนองไข่น้ำ,เมืองนครราชสีมา,นครราชสีมา,15.105,102.174
นาอ้อ,เมืองเลย,เลย,17.582,101.732
ตลาดโพธิ์,ลำปลายมาศ,บุรีรัมย์,15.083,102.893
ศรีสงคราม,ศรีสงคราม,นครพนม,17.641,104.289
หนองชาก,บ้านบึง,ชลบุรี,13.298,101.172
สองห้อง,เมืองหนองคาย,หนองคาย,17.715,102.811
โคกม้า,ประโคนชัย,บุรีรัมย์,14.641,103.035
ปากพลี,ปากพลี,นครนายก,14.132,101.263
สำพะเนียง,โนนแดง,นครราชสีมา,15.452,102.568
จรเข้ใหญ่,บางปลาม้า,สุพรรณบุรี,14.421,100.236
วังใหญ่,ศรีสำโรง,สุโขทัย,17.118,99.765
ปากน้ำ,ละงู,สตูล,6.872,99.731
สะเดา,สะเดา,สงขลา,6.636,100.416
พระอาจารย์,องครักษ์,นครนายก,13.986,101.020
หนองคู,นาดูน,มหาสารคาม,15.782,103.226
วังยาง,พรรณานิคม,สกลนคร,17.341,103.911
ยาง,ศีขรภูมิ,สุรินทร์,14.955,103.856
สมสะอาด,กุฉินารายณ์,กาฬสินธุ์,16.451,104.048
ลำปาว,เมืองกาฬสินธุ์,กาฬสินธุ์,16.591,103.496
สว่างอารมณ์,สว่างอารมณ์,อุทัยธานี,15.548,99.844
ห้วยทราย,สันกำแพง,เชียงใหม่,18.781,99.189
สาหร่าย,ชุมพวง,นครราชสีมา,15.184,102.735
สระสี่เหลี่ยม,พนัสนิคม,ชลบุรี,13.554,101.239
เขื่อนผาก,พร้าว,เชียงใหม่,19.308,99.164
เมืองชุม,เวียงชัย,เชียงราย,19.904,99.974
ธารโต,ธารโต,ยะลา,6.167,101.187
ห้วงน้ำขาว,เมืองตราด,ตราด,12.143,102.518
วัดตายม,บางกระทุ่ม,พิษณุโลก,16.595,100.444
เขาท่าพระ,เมืองชัยนาท,ชัยนาท,15.218,100.134
ธารละหลอด,พิมาย,นครราชสีมา,15.162,102.403
นาถ่อน,ธาตุพนม,นครพนม,17.137,104.744
ผาน้ำย้อย,หนองพอก,ร้อยเอ็ด,16.331,104.289
โนนเต็ง,คง,นครราชสีมา,15.449,102.266
หนองซอน,เชียงยืน,มหาสารคาม,16.334,103.156
หมากเขียบ,เมืองศรีสะเกษ,ศรีสะเกษ,15.051,104.258
ปากพระ,เมืองสุโขทัย,สุโขทัย,16.915,99.836
เขาพระนอน,ยางตลาด,กาฬสินธุ์,16.529,103.380
ศรีวิสัย,เสลภูมิ,ร้อยเอ็ด,16.132,104.079
หนองสังข์,นาแก,นครพนม,16.989,104.468
นาดี,เฝ้าไร่,หนองคาย,17.999,103.366
ตูม,ปักธงชัย,นครราชสีมา,14.701,101.986
หนองหลวง,สว่างแดนดิน,สกลนคร,17.377,103.383
เสาเภา,สิชล,นครศรีธรรมราช,8.890,99.904
บ้านกง,หนองเรือ,ขอนแก่น,16.500,102.553
เมืองเก่า,เมืองพิจิตร,พิจิตร,16.393,100.303
ศรีณรงค์,ชุมพลบุรี,สุรินทร์,15.373,103.338
กมลาไสย,กมลาไสย,กาฬสินธุ์,16.310,103.551
สระทะเล,พยุหะคีรี,นครสวรรค์,15.510,100.156
บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,13.926,101.313
สะเดาใหญ่,ขุขันธ์,ศรีสะเกษ,14.712,104.268
ควนศรี,บ้านนาสาร,สุราษฎร์ธานี,8.713,99.303
หนองบัว,พยัคฆภูมิพิสัย,มหาสารคาม,15.591,103.106
เมืองฝาง,เมืองบุรีรัมย์,บุรีรัมย์,14.782,102.982
ดอนเงิน,เชียงยืน,มหาสารคาม,16.424,103.151
ห้วยเตย,ซำสูง,ขอนแก่น,16.582,103.089
มะค่า,กันทรวิชัย,มหาสารคาม,16.254,103.351
นายม,เมืองอำนาจเจริญ,อำนาจเจริญ,15.878,104.513
กาลอ,รามัน,ยะลา,6.378,101.383
บางลี่,ท่าวุ้ง,ลพบุรี,14.849,100.526
ผักไหม,ศีขรภูมิ,สุรินทร์,14.848,103.830
ธารปราสาท,โนนสูง,นครราชสีมา,15.263,102.392
พรรณา,พรรณานิคม,สกลนคร,17.356,103.856
สันทราย,ฝาง,เชียงใหม่,19.879,99.209
มะขามเฒ่า,วัดสิงห์,ชัยนาท,15.227,100.040
พังตรุ,พนมทวน,กาญจนบุรี,14.134,99.746
คู,จะนะ,สงขลา,6.842,100.695
โคกไทย,ปักธงชัย,นครราชสีมา,14.741,102.090
ป่าเสมัส,สุไหงโก-ลก,นราธิวาส,6.054,101.975
เกาะยาวใหญ่,เกาะยาว,พังงา,8.061,98.567
อ่าวนาง,เมืองกระบี่,กระบี่,8.052,98.832
บ่อกวางทอง,บ่อทอง,ชลบุรี,13.318,101.308
กลางหมื่น,เมืองกาฬสินธุ์,กาฬสินธุ์,16.518,103.641
กุดเลาะ,เกษตรสมบูรณ์,ชัยภูมิ,16.309,101.943
สร้างปี่,ราษีไศล,ศรีสะเกษ,15.317,104.305
สงเปลือย,นามน,กาฬสินธุ์,16.624,103.793
คูขุด,สทิงพระ,สงขลา,7.458,100.406
ปลาค้าว,เมืองอำนาจเจริญ,อำนาจเจริญ,15.785,104.790
ดอนชมพู,โนนสูง,นครราชสีมา,15.171,102.339
นาขยาด,ควนขนุน,พัทลุง,7.687,99.948
เชียงสือ,โพนนาแก้ว,สกลนคร,17.137,104.361
ป่าขาด,สิงหนคร,สงขลา,7.241,100.469
สร้อยพร้าว,หนองหาน,อุดรธานี,17.430,103.056
สันมะค่า,ป่าแดด,เชียงราย,19.466,100.048
หนองหล่ม,ห้างฉัตร,ลำปาง,18.349,99.387
อู่ตะเภา,มโนรมย์,ชัยนาท,15.274,100.219
เขาย้อย,เขาย้อย,เพชรบุรี,13.233,99.819
แม่ยางฮ่อ,ร้องกวาง,แพร่,18.350,100.260
บางหมาก,เมืองชุมพร,ชุมพร,10.449,99.185
อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,14.060,99.773
ทมอ,ปราสาท,สุรินทร์,14.722,103.486
นพรัตน์,หนองเสือ,ปทุมธานี,14.223,100.866
ท่านางแนว,แวงน้อย,ขอนแก่น,15.866,102.372
บ้านเดื่อ,ท่าบ่อ,หนองคาย,17.775,102.579
กระตีบ,กำแพงแสน,นครปฐม,14.111,99.964
ท่าช้าง,เมืองจันทบุรี,จันทบุรี,12.644,102.098
พะทาย,ท่าอุเทน,นครพนม,17.756,104.316
เกาะทวด,ปากพนัง,นครศรีธรรมราช,8.283,100.092
แม่ขรี,ตะโหมด,พัทลุง,7.338,100.097
วังหิน,หนองสองห้อง,ขอนแก่น,15.873,102.742
บากเรือ,มหาชนะชัย,ยโสธร,15.564,104.278
อีง่อง,จตุรพักตรพิมาน,ร้อยเอ็ด,15.776,103.515
ตลิ่งชัน,จะนะ,สงขลา,6.969,100.742
คลองสิบสอง,หนองจอก,กรุงเทพมหานคร,13.914,100.880
